price,date,exchange,source
2886.10000000,2021-05-21 04:02:00,Binance,API
2888.82000000,2021-05-21 04:03:00,Binance,API
2889.40000000,2021-05-21 04:04:00,Binance,API
2888.67000000,2021-05-21 04:05:00,Binance,API
2882.92000000,2021-05-21 04:06:00,Binance,API
2884.04000000,2021-05-21 04:07:00,Binance,API
2877.52000000,2021-05-21 04:08:00,Binance,API
2883.46000000,2021-05-21 04:09:00,Binance,API
2885.98000000,2021-05-21 04:10:00,Binance,API
2887.71000000,2021-05-21 04:11:00,Binance,API
2888.24000000,2021-05-21 04:12:00,Binance,API
2891.27000000,2021-05-21 04:13:00,Binance,API
2888.82000000,2021-05-21 04:14:00,Binance,API
2888.83000000,2021-05-21 04:15:00,Binance,API
2886.26000000,2021-05-21 04:16:00,Binance,API
2874.00000000,2021-05-21 04:17:00,Binance,API
2864.88000000,2021-05-21 04:18:00,Binance,API
2860.23000000,2021-05-21 04:19:00,Binance,API
2858.84000000,2021-05-21 04:20:00,Binance,API
2859.55000000,2021-05-21 04:21:00,Binance,API
2851.06000000,2021-05-21 04:22:00,Binance,API
2845.17000000,2021-05-21 04:23:00,Binance,API
2837.35000000,2021-05-21 04:24:00,Binance,API
2846.41000000,2021-05-21 04:25:00,Binance,API
2852.67000000,2021-05-21 04:26:00,Binance,API
2843.28000000,2021-05-21 04:27:00,Binance,API
2853.15000000,2021-05-21 04:28:00,Binance,API
2850.46000000,2021-05-21 04:29:00,Binance,API
2854.03000000,2021-05-21 04:30:00,Binance,API
2854.77000000,2021-05-21 04:31:00,Binance,API
2862.98000000,2021-05-21 04:32:00,Binance,API
2862.60000000,2021-05-21 04:33:00,Binance,API
2862.37000000,2021-05-21 04:34:00,Binance,API
2850.84000000,2021-05-21 04:35:00,Binance,API
2855.36000000,2021-05-21 04:36:00,Binance,API
2859.17000000,2021-05-21 04:37:00,Binance,API
2845.25000000,2021-05-21 04:38:00,Binance,API
2856.72000000,2021-05-21 04:39:00,Binance,API
2853.82000000,2021-05-21 04:40:00,Binance,API
2859.11000000,2021-05-21 04:41:00,Binance,API
2859.72000000,2021-05-21 04:42:00,Binance,API
2855.83000000,2021-05-21 04:43:00,Binance,API
2855.08000000,2021-05-21 04:44:00,Binance,API
2864.80000000,2021-05-21 04:45:00,Binance,API
2858.33000000,2021-05-21 04:46:00,Binance,API
2853.03000000,2021-05-21 04:47:00,Binance,API
2851.82000000,2021-05-21 04:48:00,Binance,API
2846.95000000,2021-05-21 04:49:00,Binance,API
2860.54000000,2021-05-21 04:50:00,Binance,API
2857.24000000,2021-05-21 04:51:00,Binance,API
2854.95000000,2021-05-21 04:52:00,Binance,API
2853.38000000,2021-05-21 04:53:00,Binance,API
2847.29000000,2021-05-21 04:54:00,Binance,API
2853.60000000,2021-05-21 04:55:00,Binance,API
2853.74000000,2021-05-21 04:56:00,Binance,API
2863.95000000,2021-05-21 04:57:00,Binance,API
2857.14000000,2021-05-21 04:58:00,Binance,API
2855.13000000,2021-05-21 04:59:00,Binance,API
2849.23000000,2021-05-21 05:00:00,Binance,API
2848.96000000,2021-05-21 05:01:00,Binance,API
2847.28000000,2021-05-21 05:02:00,Binance,API
2839.15000000,2021-05-21 05:03:00,Binance,API
2832.40000000,2021-05-21 05:04:00,Binance,API
2827.93000000,2021-05-21 05:05:00,Binance,API
2836.78000000,2021-05-21 05:06:00,Binance,API
2843.80000000,2021-05-21 05:07:00,Binance,API
2839.07000000,2021-05-21 05:08:00,Binance,API
2827.15000000,2021-05-21 05:09:00,Binance,API
2824.17000000,2021-05-21 05:10:00,Binance,API
2828.13000000,2021-05-21 05:11:00,Binance,API
2835.60000000,2021-05-21 05:12:00,Binance,API
2837.72000000,2021-05-21 05:13:00,Binance,API
