
price,date,exchange,type
2058.84,2022-05-23 07:44:30.970556+00:00,Pancakeswap,scraper
2059.31,2022-05-23 07:44:40.995104+00:00,Pancakeswap,scraper
2070.6,2022-05-23 07:44:45.139594+00:00,Uniswap,scraper
2060.2,2022-05-23 07:44:51.019834+00:00,Pancakeswap,scraper
2060.2,2022-05-23 07:45:01.035983+00:00,Pancakeswap,scraper
2070.6,2022-05-23 07:45:05.187699+00:00,Uniswap,scraper
2056.33,2022-05-23 07:45:11.054765+00:00,Pancakeswap,scraper
2056.05,2022-05-23 07:45:21.072314+00:00,Pancakeswap,scraper
2069.15,2022-05-23 07:45:25.211039+00:00,Uniswap,scraper
2056.05,2022-05-23 07:45:31.094033+00:00,Pancakeswap,scraper
2056.05,2022-05-23 07:45:41.110861+00:00,Pancakeswap,scraper
2068.95,2022-05-23 07:45:45.240818+00:00,Uniswap,scraper
2056.05,2022-05-23 07:45:51.129412+00:00,Pancakeswap,scraper
2056.05,2022-05-23 07:46:01.152477+00:00,Pancakeswap,scraper
2068.95,2022-05-23 07:46:05.261998+00:00,Uniswap,scraper
2055.79,2022-05-23 07:46:11.172211+00:00,Pancakeswap,scraper
2055.79,2022-05-23 07:46:21.197996+00:00,Pancakeswap,scraper
2068.97,2022-05-23 07:46:25.307461+00:00,Uniswap,scraper
2055.79,2022-05-23 07:46:31.220148+00:00,Pancakeswap,scraper
2055.79,2022-05-23 07:46:41.238963+00:00,Pancakeswap,scraper
2068.97,2022-05-23 07:46:45.332213+00:00,Uniswap,scraper
2055.79,2022-05-23 07:46:51.265013+00:00,Pancakeswap,scraper
2055.53,2022-05-23 07:47:01.281732+00:00,Pancakeswap,scraper
2068.5,2022-05-23 07:47:05.354166+00:00,Uniswap,scraper
2055.53,2022-05-23 07:47:11.298951+00:00,Pancakeswap,scraper
2055.53,2022-05-23 07:47:21.324416+00:00,Pancakeswap,scraper
2068.5,2022-05-23 07:47:25.386343+00:00,Uniswap,scraper
2054.64,2022-05-23 07:47:31.346153+00:00,Pancakeswap,scraper
2054.64,2022-05-23 07:47:41.365683+00:00,Pancakeswap,scraper
2068.5,2022-05-23 07:47:45.422032+00:00,Uniswap,scraper
2054.64,2022-05-23 07:47:51.388622+00:00,Pancakeswap,scraper
2054.64,2022-05-23 07:48:01.402398+00:00,Pancakeswap,scraper
2068.57,2022-05-23 07:48:05.446119+00:00,Uniswap,scraper
2054.64,2022-05-23 07:48:11.422794+00:00,Pancakeswap,scraper
2054.64,2022-05-23 07:48:21.441870+00:00,Pancakeswap,scraper
2068.3,2022-05-23 07:48:25.476886+00:00,Uniswap,scraper
2054.64,2022-05-23 07:48:31.466287+00:00,Pancakeswap,scraper
2054.64,2022-05-23 07:48:41.493518+00:00,Pancakeswap,scraper
2068.3,2022-05-23 07:48:45.499222+00:00,Uniswap,scraper
2054.64,2022-05-23 07:48:51.511171+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:49:01.533835+00:00,Pancakeswap,scraper
2068.3,2022-05-23 07:49:05.523344+00:00,Uniswap,scraper
2054.36,2022-05-23 07:49:11.557745+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:49:21.584409+00:00,Pancakeswap,scraper
2068.3,2022-05-23 07:49:25.551976+00:00,Uniswap,scraper
2054.36,2022-05-23 07:49:31.607224+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:49:41.634717+00:00,Pancakeswap,scraper
2066.9,2022-05-23 07:49:45.574643+00:00,Uniswap,scraper
2054.36,2022-05-23 07:49:51.656166+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:50:01.679140+00:00,Pancakeswap,scraper
2066.9,2022-05-23 07:50:05.670429+00:00,Uniswap,scraper
2054.36,2022-05-23 07:50:11.699891+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:50:21.721594+00:00,Pancakeswap,scraper
2066.9,2022-05-23 07:50:25.699941+00:00,Uniswap,scraper
2054.36,2022-05-23 07:50:31.744525+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:50:41.763046+00:00,Pancakeswap,scraper
2066.9,2022-05-23 07:50:45.728204+00:00,Uniswap,scraper
2054.36,2022-05-23 07:50:51.784088+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:51:01.805452+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:51:05.752244+00:00,Uniswap,scraper
2054.36,2022-05-23 07:51:11.824556+00:00,Pancakeswap,scraper
2054.36,2022-05-23 07:51:21.844090+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:51:25.781803+00:00,Uniswap,scraper
2054.24,2022-05-23 07:51:31.864506+00:00,Pancakeswap,scraper
2054.24,2022-05-23 07:51:41.878364+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:51:45.796805+00:00,Uniswap,scraper
2054.24,2022-05-23 07:51:51.897197+00:00,Pancakeswap,scraper
2054.24,2022-05-23 07:52:01.925705+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:52:05.819240+00:00,Uniswap,scraper
2052.36,2022-05-23 07:52:11.950337+00:00,Pancakeswap,scraper
2052.36,2022-05-23 07:52:21.968263+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:52:25.841803+00:00,Uniswap,scraper
2052.36,2022-05-23 07:52:31.987935+00:00,Pancakeswap,scraper
2052.36,2022-05-23 07:52:42.008463+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:52:45.873095+00:00,Uniswap,scraper
2052.36,2022-05-23 07:52:52.036494+00:00,Pancakeswap,scraper
2052.36,2022-05-23 07:53:02.057269+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:53:05.897338+00:00,Uniswap,scraper
2052.36,2022-05-23 07:53:12.071536+00:00,Pancakeswap,scraper
2052.36,2022-05-23 07:53:22.085272+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:53:25.921253+00:00,Uniswap,scraper
2052.36,2022-05-23 07:53:32.105469+00:00,Pancakeswap,scraper
2052.36,2022-05-23 07:53:42.121228+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:53:45.940238+00:00,Uniswap,scraper
2052.36,2022-05-23 07:53:52.139243+00:00,Pancakeswap,scraper
2052.36,2022-05-23 07:54:02.166146+00:00,Pancakeswap,scraper
2066.94,2022-05-23 07:54:05.958761+00:00,Uniswap,scraper
2052.36,2022-05-23 07:54:12.188119+00:00,Pancakeswap,scraper
2052.36,2022-05-23 07:54:22.209355+00:00,Pancakeswap,scraper
2066.74,2022-05-23 07:54:25.990702+00:00,Uniswap,scraper
2052.36,2022-05-23 07:54:32.233073+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:54:42.256567+00:00,Pancakeswap,scraper
2067.15,2022-05-23 07:54:46.017665+00:00,Uniswap,scraper
2051.53,2022-05-23 07:54:52.299967+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:55:02.323063+00:00,Pancakeswap,scraper
2067.15,2022-05-23 07:55:06.048525+00:00,Uniswap,scraper
2051.53,2022-05-23 07:55:12.343884+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:55:22.366767+00:00,Pancakeswap,scraper
2067.15,2022-05-23 07:55:26.066480+00:00,Uniswap,scraper
2051.53,2022-05-23 07:55:32.382532+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:55:42.399323+00:00,Pancakeswap,scraper
2067.15,2022-05-23 07:55:46.088856+00:00,Uniswap,scraper
2051.53,2022-05-23 07:55:52.417894+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:56:02.440059+00:00,Pancakeswap,scraper
2067.1,2022-05-23 07:56:06.105351+00:00,Uniswap,scraper
2051.53,2022-05-23 07:56:12.455190+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:56:22.479708+00:00,Pancakeswap,scraper
2067.1,2022-05-23 07:56:26.137992+00:00,Uniswap,scraper
2051.53,2022-05-23 07:56:32.498640+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:56:42.521917+00:00,Pancakeswap,scraper
2067.72,2022-05-23 07:56:46.162878+00:00,Uniswap,scraper
2051.53,2022-05-23 07:56:52.544467+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:57:02.556036+00:00,Pancakeswap,scraper
2067.72,2022-05-23 07:57:06.594739+00:00,Uniswap,scraper
2051.53,2022-05-23 07:57:12.576920+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:57:22.593309+00:00,Pancakeswap,scraper
2067.72,2022-05-23 07:57:26.627510+00:00,Uniswap,scraper
2051.53,2022-05-23 07:57:32.609690+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:57:42.629122+00:00,Pancakeswap,scraper
2067.72,2022-05-23 07:57:46.651812+00:00,Uniswap,scraper
2051.53,2022-05-23 07:57:52.652315+00:00,Pancakeswap,scraper
2051.53,2022-05-23 07:58:02.673528+00:00,Pancakeswap,scraper
2067.72,2022-05-23 07:58:06.680768+00:00,Uniswap,scraper
2051.99,2022-05-23 07:58:12.706053+00:00,Pancakeswap,scraper
2051.99,2022-05-23 07:58:22.726628+00:00,Pancakeswap,scraper
2067.72,2022-05-23 07:58:26.708455+00:00,Uniswap,scraper
2051.99,2022-05-23 07:58:32.743649+00:00,Pancakeswap,scraper
2051.99,2022-05-23 07:58:42.784235+00:00,Pancakeswap,scraper
2067.72,2022-05-23 07:58:46.735233+00:00,Uniswap,scraper
2051.99,2022-05-23 07:58:52.807099+00:00,Pancakeswap,scraper
2051.99,2022-05-23 07:59:02.825318+00:00,Pancakeswap,scraper
2067.71,2022-05-23 07:59:06.756883+00:00,Uniswap,scraper
2051.99,2022-05-23 07:59:12.840865+00:00,Pancakeswap,scraper
2051.99,2022-05-23 07:59:22.856685+00:00,Pancakeswap,scraper
2067.71,2022-05-23 07:59:26.775594+00:00,Uniswap,scraper
2051.99,2022-05-23 07:59:32.872777+00:00,Pancakeswap,scraper
2051.99,2022-05-23 07:59:42.889062+00:00,Pancakeswap,scraper
2067.7,2022-05-23 07:59:46.792599+00:00,Uniswap,scraper
2051.99,2022-05-23 07:59:52.907188+00:00,Pancakeswap,scraper
2051.99,2022-05-23 08:00:02.925943+00:00,Pancakeswap,scraper
2067.7,2022-05-23 08:00:06.805286+00:00,Uniswap,scraper
2051.99,2022-05-23 08:00:12.943608+00:00,Pancakeswap,scraper
2051.99,2022-05-23 08:00:22.955062+00:00,Pancakeswap,scraper
2066.86,2022-05-23 08:00:26.820315+00:00,Uniswap,scraper
2051.99,2022-05-23 08:00:32.979455+00:00,Pancakeswap,scraper
2051.99,2022-05-23 08:00:42.992245+00:00,Pancakeswap,scraper
2066.86,2022-05-23 08:00:46.838898+00:00,Uniswap,scraper
2051.99,2022-05-23 08:00:53.013254+00:00,Pancakeswap,scraper
2051.99,2022-05-23 08:01:03.029370+00:00,Pancakeswap,scraper
2068.65,2022-05-23 08:01:07.114579+00:00,Uniswap,scraper
2052.93,2022-05-23 08:01:13.049032+00:00,Pancakeswap,scraper
2052.93,2022-05-23 08:01:23.068684+00:00,Pancakeswap,scraper
2068.6,2022-05-23 08:01:27.134837+00:00,Uniswap,scraper
2052.93,2022-05-23 08:01:33.086588+00:00,Pancakeswap,scraper
2052.93,2022-05-23 08:01:43.096816+00:00,Pancakeswap,scraper
2068.6,2022-05-23 08:01:47.150415+00:00,Uniswap,scraper
2052.93,2022-05-23 08:01:53.128112+00:00,Pancakeswap,scraper
2052.93,2022-05-23 08:02:03.150699+00:00,Pancakeswap,scraper
2068.6,2022-05-23 08:02:07.166927+00:00,Uniswap,scraper
2052.93,2022-05-23 08:02:13.165825+00:00,Pancakeswap,scraper
2055.02,2022-05-23 08:02:23.185746+00:00,Pancakeswap,scraper
2068.6,2022-05-23 08:02:27.191792+00:00,Uniswap,scraper
2055.02,2022-05-23 08:02:33.207077+00:00,Pancakeswap,scraper
2055.02,2022-05-23 08:02:43.220713+00:00,Pancakeswap,scraper
2066.53,2022-05-23 08:02:47.203228+00:00,Uniswap,scraper
2055.02,2022-05-23 08:02:53.241937+00:00,Pancakeswap,scraper
2055.02,2022-05-23 08:03:03.258320+00:00,Pancakeswap,scraper
2066.53,2022-05-23 08:03:07.220657+00:00,Uniswap,scraper
2055.02,2022-05-23 08:03:13.274971+00:00,Pancakeswap,scraper
2055.02,2022-05-23 08:03:23.297133+00:00,Pancakeswap,scraper
2066.24,2022-05-23 08:03:27.247008+00:00,Uniswap,scraper
2055.02,2022-05-23 08:03:33.311615+00:00,Pancakeswap,scraper
2054.95,2022-05-23 08:03:43.331297+00:00,Pancakeswap,scraper
2066.24,2022-05-23 08:03:47.261874+00:00,Uniswap,scraper
2054.95,2022-05-23 08:03:53.347800+00:00,Pancakeswap,scraper
2054.95,2022-05-23 08:04:03.364445+00:00,Pancakeswap,scraper
2066.24,2022-05-23 08:04:07.286350+00:00,Uniswap,scraper
2054.95,2022-05-23 08:04:13.385324+00:00,Pancakeswap,scraper
2054.95,2022-05-23 08:04:23.399632+00:00,Pancakeswap,scraper
2066.39,2022-05-23 08:04:27.310014+00:00,Uniswap,scraper
2054.95,2022-05-23 08:04:33.417894+00:00,Pancakeswap,scraper
2054.02,2022-05-23 08:04:43.439894+00:00,Pancakeswap,scraper
2066.39,2022-05-23 08:04:47.320639+00:00,Uniswap,scraper
2054.02,2022-05-23 08:04:53.456038+00:00,Pancakeswap,scraper
2054.02,2022-05-23 08:05:03.475334+00:00,Pancakeswap,scraper
2066.39,2022-05-23 08:05:07.340198+00:00,Uniswap,scraper
2054.02,2022-05-23 08:05:13.492804+00:00,Pancakeswap,scraper
2054.02,2022-05-23 08:05:23.505705+00:00,Pancakeswap,scraper
2066.39,2022-05-23 08:05:27.357619+00:00,Uniswap,scraper
2065.03,2022-05-23 08:05:33.520173+00:00,Pancakeswap,scraper
2054.02,2022-05-23 08:05:43.537381+00:00,Pancakeswap,scraper
2066.39,2022-05-23 08:05:47.372034+00:00,Uniswap,scraper
2054.02,2022-05-23 08:05:53.553832+00:00,Pancakeswap,scraper
2054.02,2022-05-23 08:06:03.574181+00:00,Pancakeswap,scraper
2066.39,2022-05-23 08:06:07.412966+00:00,Uniswap,scraper
2054.02,2022-05-23 08:06:13.591265+00:00,Pancakeswap,scraper
2054.02,2022-05-23 08:06:23.612630+00:00,Pancakeswap,scraper
2068.67,2022-05-23 08:06:27.436954+00:00,Uniswap,scraper
2053.73,2022-05-23 08:06:33.640270+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:06:43.643923+00:00,Pancakeswap,scraper
2068.67,2022-05-23 08:06:47.437590+00:00,Uniswap,scraper
2053.73,2022-05-23 08:06:53.658081+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:07:03.676112+00:00,Pancakeswap,scraper
2068.09,2022-05-23 08:07:07.449780+00:00,Uniswap,scraper
2053.73,2022-05-23 08:07:13.692251+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:07:23.712570+00:00,Pancakeswap,scraper
2068.09,2022-05-23 08:07:27.470987+00:00,Uniswap,scraper
2053.73,2022-05-23 08:07:33.735518+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:07:43.746090+00:00,Pancakeswap,scraper
2068.11,2022-05-23 08:07:47.486925+00:00,Uniswap,scraper
2053.73,2022-05-23 08:07:53.766733+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:08:03.782915+00:00,Pancakeswap,scraper
2068.11,2022-05-23 08:08:07.750690+00:00,Uniswap,scraper
2053.73,2022-05-23 08:08:13.802370+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:08:23.823164+00:00,Pancakeswap,scraper
2067.51,2022-05-23 08:08:27.772514+00:00,Uniswap,scraper
2053.73,2022-05-23 08:08:33.841547+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:08:43.860298+00:00,Pancakeswap,scraper
2067.51,2022-05-23 08:08:47.789001+00:00,Uniswap,scraper
2053.73,2022-05-23 08:08:53.878754+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:09:03.891636+00:00,Pancakeswap,scraper
2070.6,2022-05-23 08:09:07.807262+00:00,Uniswap,scraper
2053.73,2022-05-23 08:09:13.910658+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:09:23.932409+00:00,Pancakeswap,scraper
2070.92,2022-05-23 08:09:27.826458+00:00,Uniswap,scraper
2053.73,2022-05-23 08:09:33.949319+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:09:43.967461+00:00,Pancakeswap,scraper
2070.92,2022-05-23 08:09:47.837701+00:00,Uniswap,scraper
2053.73,2022-05-23 08:09:53.986363+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:10:04.001627+00:00,Pancakeswap,scraper
2071.16,2022-05-23 08:10:07.852988+00:00,Uniswap,scraper
2053.73,2022-05-23 08:10:14.022308+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:10:24.039050+00:00,Pancakeswap,scraper
2071.11,2022-05-23 08:10:27.881773+00:00,Uniswap,scraper
2053.73,2022-05-23 08:10:34.058477+00:00,Pancakeswap,scraper
2053.73,2022-05-23 08:10:44.078147+00:00,Pancakeswap,scraper
2071.11,2022-05-23 08:10:47.897625+00:00,Uniswap,scraper
2053.73,2022-05-23 08:10:54.093946+00:00,Pancakeswap,scraper
2055.16,2022-05-23 08:11:04.113345+00:00,Pancakeswap,scraper
2071.26,2022-05-23 08:11:07.919785+00:00,Uniswap,scraper
2055.16,2022-05-23 08:11:14.136535+00:00,Pancakeswap,scraper
2055.16,2022-05-23 08:11:24.150705+00:00,Pancakeswap,scraper
2071.26,2022-05-23 08:11:27.939845+00:00,Uniswap,scraper
2055.16,2022-05-23 08:11:34.170264+00:00,Pancakeswap,scraper
2055.16,2022-05-23 08:11:44.184879+00:00,Pancakeswap,scraper
2071.26,2022-05-23 08:11:47.952174+00:00,Uniswap,scraper
2055.16,2022-05-23 08:11:54.217349+00:00,Pancakeswap,scraper
2055.16,2022-05-23 08:12:04.239508+00:00,Pancakeswap,scraper
2071.26,2022-05-23 08:12:07.976873+00:00,Uniswap,scraper
2055.16,2022-05-23 08:12:14.254328+00:00,Pancakeswap,scraper
